TITLE,NAME,COMMENT,LABEL,CONFIDENCE
Switch 3/Switch 6 with Play Acoustic,AndyCarignan,"Hey guys, I wanted to actually talk with someone about this at TC but had a real tough time finding a good phone number - in the USA, couldn't find the Las Vegas phone...At any rate, thinking about buying a switch 3 or s...",,
A few questions about the GoXLR,RyanCole,"Hi folks,The GoXLR looks pretty cool and claims to be for streamers and even markets to streamers with a two PC setup. I have a few questions about whether or not certain things are possible with the GoXLR.When using a t...",consideration,0.683
Connecting Beatbuddy through Midi,SamerSaad,"Hello, I have tried following all the online tutorials to sync my beatbuddy with Voicelive 3 extreme through MIDI, so that it may read the tempo, and there would be no delay when looping.However, I am not able to do that...",awareness,0.364
Buzz Sound with Voicelive 3,SamerSaad,"Hello,Every time I connect the voicelive 3 extreme, it has a buzzing sound running through the PA system.I tried clicking on the small button on the back of the machine, but it did not change it.Is anyone facing the same...",,
VL3E buttons liquid damaged. How to get repaired by autorize...,FabioValdez,Hello everyone! First post here.I have this TcHelicon Voice Live 3 Extreme with 2 buttons that doesn’t work properly. I believe is due to some liquid damage because of the smell. I think my cat may have pee on it. Cleane...,awareness,0.483
VLT2- Can't route metronome to headphones and not to USB...,ColinSnape,"Hi, I'm using a Voicelive Touch 2. I can't work out how to route the metronome to headphones without it also coming out the USB. Is it possible to do this? It seems a basic thing to do, otherwise what's the point of audi...",consideration,0.719
two inputs (one bypassed,Sankakariti1,I have a electric guitar with both piezo and electric outputs.What I wanted to do along with the gmajor 2 is connect both and only use the effects in one of the inputs while the other signal is bypassed (both sounding). ...,consideration,0.619
New and Don't think I am downloading full Toneprint Edit...,playitforward,"Hi,I have a new Flashback 2 and downloaded the latest version of Toneprint Editor on my PC and my IPAD. When I open the program, all I see are various toneprints available. There is no",awareness,0.617
DIY Repair broken VLT2 headphone out - out of warranty,JimmyHerpy,"Hi all,The headphone out jack on my VLT2 is broken. Looking inside the unit, it appears that the plastic between the TRRS (edit: or TRS) contacts is cracked, causing them to ""spring upward"", so the aux input no longer ma...",,
Ditto Looper: Is it possible to achieve instant overdub with...,NGilbert,"HelloI am interested in purchasing a TC Ditto Looper. From the videos I have seen, the player hits the record switch, produces a layer, hits the switch for playback and hits the switch again to record a new layer. This i...",awareness,0.331
footswitch assignment,MarkGrillo,"I would like to assign LSTOPERASE to the Hit button on my VL3X . I can assign this function to any of the buttons on the Switch 6 and can even assign this funcion to the button on the MP75 mic, but I can't seem to be ab...",,
Blue screen of death on computer,DavidCunningham,"I just (a couple of days ago) downloaded VoiceSupport 2 to use with my TC-HELICON Voicelive 3 and I had the devil of a job getting it to work after the first use, which was alright. After that, I kept getting the Blue Sc...",,
Sub 'n' Up Mini - where are the dipswitches?,mcluff,Feeling like a doofus here. Sub'n'Up Mini manual says the dipswitches are on the upper left corner of the circuit board (by the power adapter plug). I'm seeing nothing but soldered connections on the entire circuit board...,awareness,0.712
Cannot find the enable tap tempo button in Toneprint app,ramsesthethird,"Hi all!I recently bought the flashback2 pedal and I also got the MRX tap tempo, however I cannot find the enable tap tempo button in Toneprint app. I downloaded the last version of the app. Could you please anybody help?...",decision,0.719
Switching VoiceLive 3effects via MIDI footcontroller,heartmood,"I want to control my VL3Extreme with an iOn G-Board footcontroller, which can send CC messages. I hooked both the VL3 (via USB) and the G-Bard to my MacBook Pro (2015, latest Mojave 10.14.2). Both decives are set to M...",,
Mic Mechanic 2 - Manual delay time for next update?,XaviRoman,Hi!I am very happy with the sound of that vocal pedal and I know that the delay time in Mic Mechanic 2 is only possible through the tap switch but I was thinking in another way for do it manually in the next update.--Whe...,,
Voice 1 failing calibration test,JustinSlattery,"Voice 1 is failing it's calibration test.'Voice Check' test shows 011111""Calibrate all' hangs on voice 1 and never finishes.Purchased my synth over the weekend. Noticed with certain patches that voice 1 sounds either a...",,
Where to get an update card? 2019,Shanesplanet,"It seems that finding a pcmcia card to work in the g-force, is near impossible. TC's new owners inform me that they have no cards to sell, nor the file to put on a card (for firmware), should I even find a card that work...",,
Comment faire fonctionner la pédale quintessence,ClaudeBRETEL,"Bonjour, j'i acheté la pédale TC electronic quintessence Harmony mais il n'y avait pas de notice dans le colisPourriez vous me procurer la notice. Merci",awareness,0.445
Ditto Looper,alisterhrae,"Hi basic Ditto looper, as soon as I press the foot-switch the unit makes an unholy repeating crackling noise, is there a hard reset. Tried everything, unplugging different amp? Nothing seems to work?",awareness,0.711
one preset locked to patch 2 of all banks g system,hurtwoodec,"Help, I seem to have locked a factory preset into patch 2 of all the banks in my G system. How do I fix this? I have tried writing over the patch but it keeps defaulting to the factory preset.Help wanted.",awareness,0.627
VL3X presets,boloulu,"The demo at NAMM by SElena Evangeline. Barry White. Where are the other great singers? Marvin Gaye, Al Green etc. Why no male/female duet preset? No black female backup preset or black gospel choir? Why? these are ubiqui...",awareness,0.262
hof 2 help,jfasho,"I'm not sure how, but my HoF2's level control has become rather wonky. The pedal still works in that I can still get the reverb out of it, but when I dial the level control all the way down so that it's just my dry signa...",awareness,0.594
Mash Button Not Working?,dombar335,"I don't really use the Mash button that much but I downloaded a Tone Print yesterday (Pete Thorn's Dark Swells) that requires the Mash button to swell in the reverb. However, when I push in the Mash button slowly nothin...",awareness,0.595
Alter Ego X4 - How to get expression pedal working??,Jyecycle,"I have read in the manual the x4 requires 25k linear potentiometer expression pedals.I have purchased a Boss EV30 thinking it would work, especially with the adjustable minimal volume (and therefore pot value), but it do...",,
ditto x4 won't get to reboot mode,JoelBo,"Hello, I have read a lot of the threads here to do an update for the ditto x4 firmware but i can't even get that far.When I follow the instructions to make my x4 recognizable the loop 1 led turns off and the other 3 LEDs...",awareness,0.624
Integrating DM 12 into Logic Pro X,MauryMcCrillis,"I can connect my DM 12 as an external instrument, but if I create another track and use the DM 12 as simply a midi controller, I have to put down the synth volume to zero, which removes the sound of the previous synth tr...",awareness,0.371
Pipeline Tap Tremolo MINI,stevax,I'm a big fan of TC electronic MINI pedals. My little country pedalboard would be almost completed.. just a pedal is missing. A TAP tremolo!..Are you planning to release a mini version of Pipeline?Thank you very much!!,,
harmonies sound pretty weird. Voicelive touch 2,RolfSiebeneick,"Hello,i've had a Voicelive touch 2 for about 2 months now. so far i've dealt with the different settings. I also tried out the presets that came with it. Unfortunately, the harmonies sound pretty weird.I haven't found a ...",decision,0.668
Slew Limiter - Slope?,JustinRitter,"I am trying to find out how the slew limiter works in detail--is it linear, logarithmic, or exponential?",awareness,0.637
MaxForLive plugin version of the Neutron app + patch memo,HarryColt,"Hi there,Here's something that Ableton Live users will probably find handy.Briefly:- almost every control you find in the Neutron app (since the v2.0 firmware update) are there in this M4L device. So it's like having a p...",awareness,0.7
Latest firmware sticky post...,HarryColt,"Hey Michael,Why does the Sticky post about the latest firmware hasn't been updated to v2.0?cheersh",awareness,0.611
No guitar effects,GwenGriffin,hello! I have no guitar effects changing when I move through the presets. I have turned global off and still no effect its. What could I be doing wrong? The vocal effects are great. Thanks!,awareness,0.505
